Audio_ID,Model,Duration_s,Processing_Time_s,RTF,WER,Ground_Truth,Transcript,Ground_Truth_Norm,Transcript_Norm,Word_Timestamps,Error
Sample_25,latest_short,3.84,2.56,0.668,0.2,"Như vậy, thật ra sát xuất để ô tô ở cửa 1 và cửa 3 không phải là bằng nhau.",như vậy người ta xác suất để ô tô ở cửa 1 và cửa 3 không phải là bằng nhau,như vậy thật ra sát xuất để ô tô ở cửa 1 và cửa 3 không phải là bằng nhau,như vậy người ta xác suất để ô tô ở cửa 1 và cửa 3 không phải là bằng nhau,"[{'word': 'như', 'start': 0.0, 'end': 0.4}, {'word': 'vậy', 'start': 0.4, 'end': 0.5}, {'word': 'người', 'start': 0.5, 'end': 1.0}, {'word': 'ta', 'start': 1.0, 'end': 1.1}, {'word': 'xác', 'start': 1.1, 'end': 1.3}, {'word': 'suất', 'start': 1.3, 'end': 1.4}, {'word': 'để', 'start': 1.4, 'end': 1.6}, {'word': 'ô', 'start': 1.6, 'end': 1.8}, {'word': 'tô', 'start': 1.8, 'end': 1.9}, {'word': 'ở', 'start': 1.9, 'end': 2.0}, {'word': 'cửa', 'start': 2.0, 'end': 2.1}, {'word': '1', 'start': 2.1, 'end': 2.2}, {'word': 'và', 'start': 2.2, 'end': 2.7}, {'word': 'cửa', 'start': 2.7, 'end': 2.7}, {'word': '3', 'start': 2.7, 'end': 2.9}, {'word': 'không', 'start': 2.9, 'end': 3.2}, {'word': 'phải', 'start': 3.2, 'end': 3.3}, {'word': 'là', 'start': 3.3, 'end': 3.4}, {'word': 'bằng', 'start': 3.4, 'end': 3.5}, {'word': 'nhau', 'start': 3.5, 'end': 3.6}]",
Sample_26,latest_short,7.77,4.69,0.604,0.483,"Kiểm soát cảm xúc thực chất là một quá trình đánh giá lại bản thân, để tìm thấy tự do, thoát khỏi sự cuốn hút của chính bản ngã.",kiểm soát cảm xúc thực chất là một quá trình đánh giá lại bản thân,kiểm soát cảm xúc thực chất là một quá trình đánh giá lại bản thân để tìm thấy tự do thoát khỏi sự cuốn hút của chính bản ngã,kiểm soát cảm xúc thực chất là một quá trình đánh giá lại bản thân,"[{'word': 'kiểm', 'start': 0.0, 'end': 0.6}, {'word': 'soát', 'start': 0.6, 'end': 0.7}, {'word': 'cảm', 'start': 0.7, 'end': 0.9}, {'word': 'xúc', 'start': 0.9, 'end': 1.0}, {'word': 'thực', 'start': 1.0, 'end': 1.6}, {'word': 'chất', 'start': 1.6, 'end': 1.7}, {'word': 'là', 'start': 1.7, 'end': 2.0}, {'word': 'một', 'start': 2.0, 'end': 2.2}, {'word': 'quá', 'start': 2.2, 'end': 2.3}, {'word': 'trình', 'start': 2.3, 'end': 2.5}, {'word': 'đánh', 'start': 2.5, 'end': 3.0}, {'word': 'giá', 'start': 3.0, 'end': 3.2}, {'word': 'lại', 'start': 3.2, 'end': 3.3}, {'word': 'bản', 'start': 3.3, 'end': 3.5}, {'word': 'thân', 'start': 3.5, 'end': 3.6}]",
Sample_27,latest_short,3.41,2.27,0.664,0.182,"Thứ hai, trong khẩu vũ khí có nòng còn bảy viên.",thứ hai trồng khẩu vũ khí có nồng còn bảy viên,thứ hai trong khẩu vũ khí có nòng còn bảy viên,thứ hai trồng khẩu vũ khí có nồng còn bảy viên,"[{'word': 'thứ', 'start': 0.0, 'end': 0.4}, {'word': 'hai', 'start': 0.4, 'end': 0.6}, {'word': 'trồng', 'start': 0.6, 'end': 1.5}, {'word': 'khẩu', 'start': 1.5, 'end': 1.6}, {'word': 'vũ', 'start': 1.6, 'end': 1.8}, {'word': 'khí', 'start': 1.8, 'end': 2.0}, {'word': 'có', 'start': 2.0, 'end': 2.1}, {'word': 'nồng', 'start': 2.1, 'end': 2.3}, {'word': 'còn', 'start': 2.3, 'end': 2.8}, {'word': 'bảy', 'start': 2.8, 'end': 3.1}, {'word': 'viên', 'start': 3.1, 'end': 3.3}]",
Sample_28,latest_short,10.41,5.12,0.491,0.636,"Trước đó, phóng viên thông tấn xã Việt Nam đã đưa tin trong giờ ra chơi tiết 2, nam sinh lớp 10 trường Trung học Phổ thông Đào Duy Từ bất ngờ rơi từ tầng 4 của nhà trường và bị đa chấn thương.",chú đá phóng viên Thông Tấn Xã Việt Nam đã đưa tin trong giờ ra chơi tiết 2,trước đó phóng viên thông tấn xã việt nam đã đưa tin trong giờ ra chơi tiết 2 nam sinh lớp 10 trường trung học phổ thông đào duy từ bất ngờ rơi từ tầng 4 của nhà trường và bị đa chấn thương,chú đá phóng viên thông tấn xã việt nam đã đưa tin trong giờ ra chơi tiết 2,"[{'word': 'chú', 'start': 0.0, 'end': 0.5}, {'word': 'đá', 'start': 0.5, 'end': 0.7}, {'word': 'phóng', 'start': 0.7, 'end': 0.9}, {'word': 'viên', 'start': 0.9, 'end': 1.1}, {'word': 'Thông', 'start': 1.1, 'end': 1.4}, {'word': 'Tấn', 'start': 1.4, 'end': 1.5}, {'word': 'Xã', 'start': 1.5, 'end': 1.6}, {'word': 'Việt', 'start': 1.6, 'end': 1.8}, {'word': 'Nam', 'start': 1.8, 'end': 1.9}, {'word': 'đã', 'start': 1.9, 'end': 2.2}, {'word': 'đưa', 'start': 2.2, 'end': 2.5}, {'word': 'tin', 'start': 2.5, 'end': 2.7}, {'word': 'trong', 'start': 2.7, 'end': 3.1}, {'word': 'giờ', 'start': 3.1, 'end': 3.4}, {'word': 'ra', 'start': 3.4, 'end': 3.6}, {'word': 'chơi', 'start': 3.6, 'end': 3.7}, {'word': 'tiết', 'start': 3.7, 'end': 4.0}, {'word': '2', 'start': 4.0, 'end': 4.1}]",
Sample_29,latest_short,1.45,1.47,1.015,0.571,Với giá cao hơn đá thị trường.,với giá cả Honda thị,với giá cao hơn đá thị trường,với giá cả honda thị,"[{'word': 'với', 'start': 0.0, 'end': 0.5}, {'word': 'giá', 'start': 0.5, 'end': 0.7}, {'word': 'cả', 'start': 0.7, 'end': 0.9}, {'word': 'Honda', 'start': 0.9, 'end': 1.0}, {'word': 'thị', 'start': 1.0, 'end': 1.3}]",
Sample_30,latest_short,4.86,3.21,0.66,1.0,"Chiến thuật này đã kích cầu việc mua rượu, và ngay sau đó, ông bán được một số lượng rượu lớn từ những người khách đó.",,chiến thuật này đã kích cầu việc mua rượu và ngay sau đó ông bán được một số lượng rượu lớn từ những người khách đó,,[],
Sample_31,latest_short,1.37,1.28,0.934,0.2,Khỏi tâm trạng tiêu cực.,Khởi Tâm trạng tiêu cực,khỏi tâm trạng tiêu cực,khởi tâm trạng tiêu cực,"[{'word': 'Khởi', 'start': 0.0, 'end': 0.6}, {'word': 'Tâm', 'start': 0.6, 'end': 0.7}, {'word': 'trạng', 'start': 0.7, 'end': 1.0}, {'word': 'tiêu', 'start': 1.0, 'end': 1.1}, {'word': 'cực', 'start': 1.1, 'end': 1.2}]",
Sample_32,latest_short,8.87,5.64,0.636,0.026,"Để bảo vệ mình, Đài Loan có thể tận dụng nguồn lực mà họ đang có để thiết lập một khu vực cấm nhằm ngăn chặn hải quân của PLA từ việc xâm nhập vào phía đông của đảo.",để bảo vệ mình Đài Loan có thể tận dụng nguồn lực mà họ đang có để thiết lập một khu vực cấm nhằm ngăn chặn hải quân của pla từ việc xâm nhập vào phía Đông của Đảng,để bảo vệ mình đài loan có thể tận dụng nguồn lực mà họ đang có để thiết lập một khu vực cấm nhằm ngăn chặn hải quân của pla từ việc xâm nhập vào phía đông của đảo,để bảo vệ mình đài loan có thể tận dụng nguồn lực mà họ đang có để thiết lập một khu vực cấm nhằm ngăn chặn hải quân của pla từ việc xâm nhập vào phía đông của đảng,"[{'word': 'để', 'start': 0.0, 'end': 0.5}, {'word': 'bảo', 'start': 0.5, 'end': 0.7}, {'word': 'vệ', 'start': 0.7, 'end': 0.8}, {'word': 'mình', 'start': 0.8, 'end': 0.9}, {'word': 'Đài', 'start': 0.9, 'end': 1.4}, {'word': 'Loan', 'start': 1.4, 'end': 1.5}, {'word': 'có', 'start': 1.5, 'end': 1.8}, {'word': 'thể', 'start': 1.8, 'end': 1.9}, {'word': 'tận', 'start': 1.9, 'end': 2.0}, {'word': 'dụng', 'start': 2.0, 'end': 2.1}, {'word': 'nguồn', 'start': 2.1, 'end': 2.3}, {'word': 'lực', 'start': 2.3, 'end': 2.5}, {'word': 'mà', 'start': 2.5, 'end': 2.7}, {'word': 'họ', 'start': 2.7, 'end': 2.9}, {'word': 'đang', 'start': 2.9, 'end': 3.1}, {'word': 'có', 'start': 3.1, 'end': 3.3}, {'word': 'để', 'start': 3.3, 'end': 3.7}, {'word': 'thiết', 'start': 3.7, 'end': 3.9}, {'word': 'lập', 'start': 3.9, 'end': 4.1}, {'word': 'một', 'start': 4.1, 'end': 4.4}, {'word': 'khu', 'start': 4.4, 'end': 4.5}, {'word': 'vực', 'start': 4.5, 'end': 4.6}, {'word': 'cấm', 'start': 4.6, 'end': 4.8}, {'word': 'nhằm', 'start': 4.8, 'end': 5.5}, {'word': 'ngăn', 'start': 5.5, 'end': 5.7}, {'word': 'chặn', 'start': 5.7, 'end': 5.8}, {'word': 'hải', 'start': 5.8, 'end': 6.1}, {'word': 'quân', 'start': 6.1, 'end': 6.2}, {'word': 'của', 'start': 6.2, 'end': 6.4}, {'word': 'pla', 'start': 6.4, 'end': 6.8}, {'word': 'từ', 'start': 6.8, 'end': 7.5}, {'word': 'việc', 'start': 7.5, 'end': 7.7}, {'word': 'xâm', 'start': 7.7, 'end': 7.8}, {'word': 'nhập', 'start': 7.8, 'end': 7.9}, {'word': 'vào', 'start': 7.9, 'end': 8.1}, {'word': 'phía', 'start': 8.1, 'end': 8.3}, {'word': 'Đông', 'start': 8.3, 'end': 8.4}, {'word': 'của', 'start': 8.4, 'end': 8.5}, {'word': 'Đảng', 'start': 8.5, 'end': 8.7}]",
Sample_33,latest_short,1.45,1.23,0.845,0.4,Nga giặt hoài không ra.,nhân vật hoài không ra,nga giặt hoài không ra,nhân vật hoài không ra,"[{'word': 'nhân', 'start': 0.0, 'end': 0.6}, {'word': 'vật', 'start': 0.6, 'end': 0.7}, {'word': 'hoài', 'start': 0.7, 'end': 1.0}, {'word': 'không', 'start': 1.0, 'end': 1.2}, {'word': 'ra', 'start': 1.2, 'end': 1.3}]",
Sample_34,latest_short,1.79,1.93,1.075,0.0,Mọi chuyện không chỉ dừng lại ở đó.,mọi chuyện không chỉ dừng lại ở đó,mọi chuyện không chỉ dừng lại ở đó,mọi chuyện không chỉ dừng lại ở đó,"[{'word': 'mọi', 'start': 0.0, 'end': 0.7}, {'word': 'chuyện', 'start': 0.7, 'end': 0.9}, {'word': 'không', 'start': 0.9, 'end': 1.0}, {'word': 'chỉ', 'start': 1.0, 'end': 1.1}, {'word': 'dừng', 'start': 1.1, 'end': 1.3}, {'word': 'lại', 'start': 1.3, 'end': 1.4}, {'word': 'ở', 'start': 1.4, 'end': 1.5}, {'word': 'đó', 'start': 1.5, 'end': 1.6}]",
Sample_35,latest_short,5.38,3.49,0.649,0.143,"Sáng hôm sau, Lacey nhận ra rằng cô đã không nhận được tin tức gì từ Tony hay Victoria cả đêm.",Sáng hôm sau lễ xin nhận ra rằng cô đã không nhận được tin tức gì từ Tony hãy Victoria cả đêm,sáng hôm sau lacey nhận ra rằng cô đã không nhận được tin tức gì từ tony hay victoria cả đêm,sáng hôm sau lễ xin nhận ra rằng cô đã không nhận được tin tức gì từ tony hãy victoria cả đêm,"[{'word': 'Sáng', 'start': 0.0, 'end': 0.5}, {'word': 'hôm', 'start': 0.5, 'end': 0.7}, {'word': 'sau', 'start': 0.7, 'end': 0.9}, {'word': 'lễ', 'start': 0.9, 'end': 1.4}, {'word': 'xin', 'start': 1.4, 'end': 1.5}, {'word': 'nhận', 'start': 1.5, 'end': 1.6}, {'word': 'ra', 'start': 1.6, 'end': 1.8}, {'word': 'rằng', 'start': 1.8, 'end': 1.9}, {'word': 'cô', 'start': 1.9, 'end': 2.1}, {'word': 'đã', 'start': 2.1, 'end': 2.2}, {'word': 'không', 'start': 2.2, 'end': 2.4}, {'word': 'nhận', 'start': 2.4, 'end': 2.6}, {'word': 'được', 'start': 2.6, 'end': 2.8}, {'word': 'tin', 'start': 2.8, 'end': 2.9}, {'word': 'tức', 'start': 2.9, 'end': 3.0}, {'word': 'gì', 'start': 3.0, 'end': 3.4}, {'word': 'từ', 'start': 3.4, 'end': 3.6}, {'word': 'Tony', 'start': 3.6, 'end': 4.0}, {'word': 'hãy', 'start': 4.0, 'end': 4.3}, {'word': 'Victoria', 'start': 4.3, 'end': 4.8}, {'word': 'cả', 'start': 4.8, 'end': 5.0}, {'word': 'đêm', 'start': 5.0, 'end': 5.2}]",
Sample_36,latest_short,3.58,2.44,0.682,0.056,Vì vậy mà những chuyên binh nửa người nửa mái của Liên Xô đã không được sử dụng.,vì vậy mà những chiến binh nửa người nửa mái của Liên Xô đã không được sử dụng,vì vậy mà những chuyên binh nửa người nửa mái của liên xô đã không được sử dụng,vì vậy mà những chiến binh nửa người nửa mái của liên xô đã không được sử dụng,"[{'word': 'vì', 'start': 0.0, 'end': 0.5}, {'word': 'vậy', 'start': 0.5, 'end': 0.7}, {'word': 'mà', 'start': 0.7, 'end': 0.9}, {'word': 'những', 'start': 0.9, 'end': 1.0}, {'word': 'chiến', 'start': 1.0, 'end': 1.1}, {'word': 'binh', 'start': 1.1, 'end': 1.2}, {'word': 'nửa', 'start': 1.2, 'end': 1.5}, {'word': 'người', 'start': 1.5, 'end': 1.6}, {'word': 'nửa', 'start': 1.6, 'end': 1.8}, {'word': 'mái', 'start': 1.8, 'end': 1.9}, {'word': 'của', 'start': 1.9, 'end': 2.2}, {'word': 'Liên', 'start': 2.2, 'end': 2.3}, {'word': 'Xô', 'start': 2.3, 'end': 2.5}, {'word': 'đã', 'start': 2.5, 'end': 2.8}, {'word': 'không', 'start': 2.8, 'end': 3.1}, {'word': 'được', 'start': 3.1, 'end': 3.3}, {'word': 'sử', 'start': 3.3, 'end': 3.4}, {'word': 'dụng', 'start': 3.4, 'end': 3.4}]",
Sample_37,latest_short,7.77,5.2,0.67,0.5,Nhưng Steve đã cho thấy cách thức những nguyên lý này phối hợp hoạt động giúp Amazon mở rộng quy mô không giống như bất kỳ công ty nào khác.,ZingSpeed đã cho thấy cách thức những nguyên lý này phối hợp hoạt động giúp Amazon,nhưng steve đã cho thấy cách thức những nguyên lý này phối hợp hoạt động giúp amazon mở rộng quy mô không giống như bất kỳ công ty nào khác,zingspeed đã cho thấy cách thức những nguyên lý này phối hợp hoạt động giúp amazon,"[{'word': 'ZingSpeed', 'start': 0.0, 'end': 1.1}, {'word': 'đã', 'start': 1.1, 'end': 1.2}, {'word': 'cho', 'start': 1.2, 'end': 1.4}, {'word': 'thấy', 'start': 1.4, 'end': 1.5}, {'word': 'cách', 'start': 1.5, 'end': 1.8}, {'word': 'thức', 'start': 1.8, 'end': 1.9}, {'word': 'những', 'start': 1.9, 'end': 2.0}, {'word': 'nguyên', 'start': 2.0, 'end': 2.2}, {'word': 'lý', 'start': 2.2, 'end': 2.4}, {'word': 'này', 'start': 2.4, 'end': 2.7}, {'word': 'phối', 'start': 2.7, 'end': 2.8}, {'word': 'hợp', 'start': 2.8, 'end': 3.0}, {'word': 'hoạt', 'start': 3.0, 'end': 3.1}, {'word': 'động', 'start': 3.1, 'end': 3.2}, {'word': 'giúp', 'start': 3.2, 'end': 4.0}, {'word': 'Amazon', 'start': 4.0, 'end': 4.4}]",
Sample_38,latest_short,2.39,1.93,0.81,0.0,Nhưng vẫn có sự sống trong điều kiện khắc nghiệt này.,nhưng vẫn có sự sống trong điều kiện khắc nghiệt này,nhưng vẫn có sự sống trong điều kiện khắc nghiệt này,nhưng vẫn có sự sống trong điều kiện khắc nghiệt này,"[{'word': 'nhưng', 'start': 0.0, 'end': 0.5}, {'word': 'vẫn', 'start': 0.5, 'end': 0.7}, {'word': 'có', 'start': 0.7, 'end': 0.8}, {'word': 'sự', 'start': 0.8, 'end': 1.0}, {'word': 'sống', 'start': 1.0, 'end': 1.1}, {'word': 'trong', 'start': 1.1, 'end': 1.4}, {'word': 'điều', 'start': 1.4, 'end': 1.5}, {'word': 'kiện', 'start': 1.5, 'end': 1.6}, {'word': 'khắc', 'start': 1.6, 'end': 1.9}, {'word': 'nghiệt', 'start': 1.9, 'end': 2.0}, {'word': 'này', 'start': 2.0, 'end': 2.2}]",
Sample_39,latest_short,5.03,3.29,0.653,0.095,TV có không hình hiển thị sắc nét nhờ độ phân giải 4K và công nghệ bộ xử lý Crystal 4K.,tivi có khung hình hiển thị sắc nét nhờ độ phân giải 4k và công nghệ bộ xử lý Crystal 4K,tv có không hình hiển thị sắc nét nhờ độ phân giải 4k và công nghệ bộ xử lý crystal 4k,tivi có khung hình hiển thị sắc nét nhờ độ phân giải 4k và công nghệ bộ xử lý crystal 4k,"[{'word': 'tivi', 'start': 0.0, 'end': 0.5}, {'word': 'có', 'start': 0.5, 'end': 0.8}, {'word': 'khung', 'start': 0.8, 'end': 0.9}, {'word': 'hình', 'start': 0.9, 'end': 1.0}, {'word': 'hiển', 'start': 1.0, 'end': 1.2}, {'word': 'thị', 'start': 1.2, 'end': 1.3}, {'word': 'sắc', 'start': 1.3, 'end': 1.5}, {'word': 'nét', 'start': 1.5, 'end': 1.6}, {'word': 'nhờ', 'start': 1.6, 'end': 2.0}, {'word': 'độ', 'start': 2.0, 'end': 2.2}, {'word': 'phân', 'start': 2.2, 'end': 2.3}, {'word': 'giải', 'start': 2.3, 'end': 2.4}, {'word': '4k', 'start': 2.4, 'end': 2.8}, {'word': 'và', 'start': 2.8, 'end': 3.5}, {'word': 'công', 'start': 3.5, 'end': 3.6}, {'word': 'nghệ', 'start': 3.6, 'end': 3.7}, {'word': 'bộ', 'start': 3.7, 'end': 3.9}, {'word': 'xử', 'start': 3.9, 'end': 4.0}, {'word': 'lý', 'start': 4.0, 'end': 4.1}, {'word': 'Crystal', 'start': 4.1, 'end': 4.4}, {'word': '4K', 'start': 4.4, 'end': 4.8}]",
Sample_40,latest_short,2.99,2.19,0.734,0.182,"Còn hiện tại, tôi nghĩ rằng đó là 100% công việc.",con hiện tại tôi nghĩ rằng đó là 100% công,còn hiện tại tôi nghĩ rằng đó là 100 công việc,con hiện tại tôi nghĩ rằng đó là 100 công,"[{'word': 'con', 'start': 0.0, 'end': 0.4}, {'word': 'hiện', 'start': 0.4, 'end': 0.5}, {'word': 'tại', 'start': 0.5, 'end': 0.7}, {'word': 'tôi', 'start': 0.7, 'end': 1.2}, {'word': 'nghĩ', 'start': 1.2, 'end': 1.4}, {'word': 'rằng', 'start': 1.4, 'end': 1.6}, {'word': 'đó', 'start': 1.6, 'end': 1.8}, {'word': 'là', 'start': 1.8, 'end': 1.9}, {'word': '100%', 'start': 1.9, 'end': 2.3}, {'word': 'công', 'start': 2.3, 'end': 2.8}]",
Sample_41,latest_short,2.3,1.88,0.815,0.0,"Cho hết hành lá vào, khuấy đều lên.",cho hết hành lá vào khuấy đều lên,cho hết hành lá vào khuấy đều lên,cho hết hành lá vào khuấy đều lên,"[{'word': 'cho', 'start': 0.0, 'end': 0.7}, {'word': 'hết', 'start': 0.7, 'end': 0.8}, {'word': 'hành', 'start': 0.8, 'end': 1.0}, {'word': 'lá', 'start': 1.0, 'end': 1.1}, {'word': 'vào', 'start': 1.1, 'end': 1.3}, {'word': 'khuấy', 'start': 1.3, 'end': 1.9}, {'word': 'đều', 'start': 1.9, 'end': 2.0}, {'word': 'lên', 'start': 2.0, 'end': 2.2}]",
Sample_42,latest_short,2.47,2.47,1.0,0.0,"Ví dụ 2, tính trung bình của dãy số.",ví dụ 2 Tính trung bình của dãy số,ví dụ 2 tính trung bình của dãy số,ví dụ 2 tính trung bình của dãy số,"[{'word': 'ví', 'start': 0.0, 'end': 0.4}, {'word': 'dụ', 'start': 0.4, 'end': 0.4}, {'word': '2', 'start': 0.4, 'end': 0.9}, {'word': 'Tính', 'start': 0.9, 'end': 1.5}, {'word': 'trung', 'start': 1.5, 'end': 1.6}, {'word': 'bình', 'start': 1.6, 'end': 1.8}, {'word': 'của', 'start': 1.8, 'end': 1.9}, {'word': 'dãy', 'start': 1.9, 'end': 2.1}, {'word': 'số', 'start': 2.1, 'end': 2.2}]",
Sample_43,latest_short,2.3,1.86,0.806,0.0,Justin bỗng chốc vụt sáng thành ngôi sao toàn cầu.,Justin bỗng chốc vụt sáng thành ngôi sao toàn cầu,justin bỗng chốc vụt sáng thành ngôi sao toàn cầu,justin bỗng chốc vụt sáng thành ngôi sao toàn cầu,"[{'word': 'Justin', 'start': 0.0, 'end': 0.7}, {'word': 'bỗng', 'start': 0.7, 'end': 0.9}, {'word': 'chốc', 'start': 0.9, 'end': 1.0}, {'word': 'vụt', 'start': 1.0, 'end': 1.3}, {'word': 'sáng', 'start': 1.3, 'end': 1.3}, {'word': 'thành', 'start': 1.3, 'end': 1.6}, {'word': 'ngôi', 'start': 1.6, 'end': 1.8}, {'word': 'sao', 'start': 1.8, 'end': 1.9}, {'word': 'toàn', 'start': 1.9, 'end': 2.0}, {'word': 'cầu', 'start': 2.0, 'end': 2.1}]",
Sample_44,latest_short,11.35,5.16,0.455,0.556,"Đó là các anh chị hãy tạm đừng xem như đây là một cái khóa học theo kiểu bình thường, mà hãy xem như nó là một cái hành trình mà tôi sẽ cùng đồng hành với các anh chị trong khoảng 6 tháng tới.",đó là các anh chị hãy tạm đừng xem như đây là một cái khóa học theo kiểu bình thường,đó là các anh chị hãy tạm đừng xem như đây là một cái khóa học theo kiểu bình thường mà hãy xem như nó là một cái hành trình mà tôi sẽ cùng đồng hành với các anh chị trong khoảng 6 tháng tới,đó là các anh chị hãy tạm đừng xem như đây là một cái khóa học theo kiểu bình thường,"[{'word': 'đó', 'start': 0.0, 'end': 0.5}, {'word': 'là', 'start': 0.5, 'end': 0.7}, {'word': 'các', 'start': 0.7, 'end': 0.7}, {'word': 'anh', 'start': 0.7, 'end': 0.9}, {'word': 'chị', 'start': 0.9, 'end': 1.0}, {'word': 'hãy', 'start': 1.0, 'end': 1.1}, {'word': 'tạm', 'start': 1.1, 'end': 1.5}, {'word': 'đừng', 'start': 1.5, 'end': 1.9}, {'word': 'xem', 'start': 1.9, 'end': 2.2}, {'word': 'như', 'start': 2.2, 'end': 2.4}, {'word': 'đây', 'start': 2.4, 'end': 2.5}, {'word': 'là', 'start': 2.5, 'end': 2.7}, {'word': 'một', 'start': 2.7, 'end': 2.8}, {'word': 'cái', 'start': 2.8, 'end': 3.0}, {'word': 'khóa', 'start': 3.0, 'end': 3.1}, {'word': 'học', 'start': 3.1, 'end': 3.2}, {'word': 'theo', 'start': 3.2, 'end': 3.7}, {'word': 'kiểu', 'start': 3.7, 'end': 3.8}, {'word': 'bình', 'start': 3.8, 'end': 4.0}, {'word': 'thường', 'start': 4.0, 'end': 4.1}]",
